Transaction_ID,Part_ID,Vendor_ID,Transaction_Type,Quantity,Purchase_Order_Date,Promised_Date,Transaction_Date,Out_Reason
T13335,P047,V030,IN,47,03-10-2023,16-10-2023,14-10-2023,
T13336,P117,V008,IN,36,29-06-2024,09-07-2024,19-07-2024,
T13337,P031,V002,OUT,40,,,22-05-2025,Repair
T13338,P032,V037,OUT,24,,,13-07-2025,Routine Check
T13339,P005,V020,IN,20,22-02-2024,01-03-2024,29-02-2024,
T13340,P097,V020,OUT,37,,,06-06-2025,Routine Check
T13341,P081,V041,IN,100,24-10-2023,18-11-2023,18-11-2023,
T13342,P025,V024,OUT,20,,,27-02-2025,Routine Check
T13343,P080,V002,IN,55,19-10-2023,06-11-2023,10-11-2023,
T13344,P016,V039,OUT,27,,,03-02-2025,Emergency
T13345,P096,V024,IN,42,10-07-2024,30-07-2024,30-07-2024,
T13346,P046,V017,IN,44,23-01-2024,17-02-2024,16-02-2024,
T13347,P029,V052,IN,25,12-04-2024,19-04-2024,17-04-2024,
T13348,P090,V005,IN,20,21-09-2023,17-10-2023,17-10-2023,
T13349,P088,V008,IN,6,13-08-2024,24-08-2024,01-09-2024,
T13350,P094,V060,IN,71,01-05-2024,06-05-2024,14-05-2024,
T13351,P072,V051,OUT,38,,,03-07-2025,Routine Check
T13352,P074,V055,IN,89,23-12-2023,09-01-2024,08-01-2024,
T13353,P119,V045,IN,54,09-02-2024,26-02-2024,06-03-2024,
T13354,P026,V060,OUT,13,,,08-03-2025,Maintenance
T13355,P005,V021,OUT,38,,,12-11-2024,Routine Check
T13356,P116,V015,IN,69,08-09-2023,15-09-2023,23-09-2023,
T13357,P038,V051,IN,78,15-07-2024,12-08-2024,11-08-2024,
T13358,P040,V024,IN,26,04-05-2024,28-05-2024,27-05-2024,
T13359,P085,V031,OUT,16,,,10-12-2024,Routine Check
T13360,P076,V016,OUT,20,,,10-07-2025,Repair
T13361,P048,V012,OUT,46,,,17-09-2024,Routine Check
T13362,P105,V006,IN,44,29-11-2023,28-12-2023,27-12-2023,
T13363,P053,V037,OUT,10,,,10-04-2025,Maintenance
T13364,P024,V014,IN,29,07-11-2023,13-11-2023,13-11-2023,
T13365,P085,V025,IN,69,19-06-2024,06-07-2024,06-07-2024,
T13366,P065,V015,OUT,23,,,23-07-2025,Replacement
T13367,P046,V024,OUT,3,,,08-07-2025,Replacement
T13368,P070,V041,IN,12,05-08-2024,01-09-2024,09-09-2024,
T13369,P112,V060,OUT,6,,,12-11-2024,Replacement
T13370,P102,V025,IN,54,08-03-2024,17-03-2024,17-03-2024,
T13371,P062,V032,OUT,49,,,28-08-2024,Maintenance
T13372,P099,V041,OUT,45,,,04-12-2024,Maintenance
T13373,P065,V002,IN,6,30-11-2023,06-12-2023,09-12-2023,
T13374,P036,V058,OUT,40,,,03-12-2024,Maintenance
T13375,P042,V060,IN,85,13-08-2024,05-09-2024,14-09-2024,
T13376,P035,V026,OUT,9,,,04-10-2024,Replacement
T13377,P044,V032,IN,96,11-12-2023,22-12-2023,21-12-2023,
T13378,P047,V001,IN,100,31-10-2023,12-11-2023,18-11-2023,
T13379,P050,V023,OUT,14,,,27-05-2025,Repair
T13380,P033,V013,OUT,12,,,16-06-2025,Replacement
T13381,P008,V040,IN,4,21-10-2023,19-11-2023,20-11-2023,
T13382,P033,V011,IN,23,06-01-2024,11-01-2024,13-01-2024,
T13383,P060,V029,IN,49,21-06-2024,21-07-2024,20-07-2024,
T13384,P086,V024,IN,75,09-11-2023,25-11-2023,03-12-2023,
T13385,P039,V019,OUT,7,,,14-10-2024,Maintenance
T13386,P065,V047,IN,40,22-11-2023,13-12-2023,13-12-2023,
T13387,P023,V048,OUT,31,,,26-08-2024,Replacement
T13388,P091,V005,IN,80,19-07-2024,01-08-2024,30-07-2024,
T13389,P061,V056,OUT,36,,,26-10-2024,Routine Check
T13390,P056,V013,IN,62,03-05-2024,11-05-2024,09-05-2024,
T13391,P038,V034,OUT,49,,,25-11-2024,Routine Check
T13392,P020,V041,IN,50,23-11-2023,05-12-2023,03-12-2023,
T13393,P113,V029,IN,77,10-12-2023,24-12-2023,23-12-2023,
T13394,P076,V001,OUT,30,,,08-09-2024,Repair
T13395,P115,V013,IN,6,14-07-2024,07-08-2024,15-08-2024,
T13396,P110,V015,IN,66,28-08-2023,07-09-2023,10-09-2023,
T13397,P020,V048,OUT,32,,,17-01-2025,Maintenance
T13398,P058,V040,OUT,40,,,08-05-2025,Repair
T13399,P117,V020,OUT,20,,,09-12-2024,Emergency
T13400,P085,V052,IN,38,12-03-2024,29-03-2024,28-03-2024,
T13401,P044,V055,OUT,36,,,10-06-2025,Maintenance
T13402,P011,V007,IN,2,04-08-2024,11-08-2024,17-08-2024,
T13403,P022,V054,IN,93,13-05-2024,20-05-2024,29-05-2024,
T13404,P114,V023,IN,97,13-05-2024,05-06-2024,03-06-2024,
T13405,P026,V011,IN,55,13-05-2024,12-06-2024,21-06-2024,
T13406,P005,V025,OUT,33,,,21-06-2025,Routine Check
T13407,P019,V015,IN,31,28-01-2024,13-02-2024,13-02-2024,
T13408,P022,V046,OUT,11,,,30-09-2024,Replacement
T13409,P088,V037,OUT,18,,,04-10-2024,Replacement
T13410,P027,V002,OUT,5,,,02-08-2025,Emergency
T13411,P085,V035,OUT,7,,,10-08-2025,Maintenance
T13412,P084,V049,IN,28,13-08-2024,23-08-2024,23-08-2024,
T13413,P008,V013,OUT,33,,,18-07-2025,Maintenance
T13414,P036,V006,OUT,12,,,19-12-2024,Repair
T13415,P057,V023,OUT,18,,,28-02-2025,Replacement
T13416,P098,V054,OUT,24,,,30-04-2025,Maintenance
T13417,P030,V049,OUT,48,,,25-11-2024,Repair
T13418,P053,V005,IN,44,20-10-2023,16-11-2023,25-11-2023,
T13419,P048,V026,OUT,29,,,08-08-2025,Routine Check
T13420,P048,V054,IN,95,20-07-2024,12-08-2024,11-08-2024,
T13421,P082,V022,OUT,43,,,12-08-2025,Maintenance
T13422,P101,V010,OUT,36,,,23-07-2025,Emergency
T13423,P010,V010,OUT,49,,,05-06-2025,Repair
T13424,P115,V004,OUT,7,,,25-01-2025,Emergency
T13425,P062,V020,IN,21,12-06-2024,22-06-2024,25-06-2024,
T13426,P026,V022,OUT,6,,,06-09-2024,Routine Check
T13427,P104,V046,OUT,20,,,02-12-2024,Maintenance
T13428,P102,V019,OUT,19,,,26-07-2025,Maintenance
T13429,P043,V051,IN,35,01-09-2023,06-09-2023,05-09-2023,
T13430,P095,V034,IN,2,22-05-2024,17-06-2024,16-06-2024,
T13431,P100,V002,IN,60,19-03-2024,17-04-2024,19-04-2024,
T13432,P081,V056,IN,79,13-05-2024,01-06-2024,11-06-2024,
T13433,P095,V022,OUT,37,,,01-09-2024,Maintenance
T13434,P014,V007,IN,72,23-04-2024,13-05-2024,11-05-2024,
T13435,P095,V034,OUT,5,,,17-10-2024,Replacement
T13436,P034,V059,OUT,44,,,12-04-2025,Routine Check
T13437,P109,V028,IN,63,13-10-2023,20-10-2023,19-10-2023,
T13438,P007,V031,OUT,43,,,28-08-2024,Routine Check
T13439,P064,V028,OUT,35,,,16-02-2025,Routine Check
T13440,P094,V008,OUT,27,,,18-02-2025,Routine Check
T13441,P026,V002,IN,72,01-08-2024,17-08-2024,15-08-2024,
T13442,P079,V030,OUT,19,,,09-05-2025,Maintenance
T13443,P111,V056,IN,44,09-12-2023,23-12-2023,25-12-2023,
T13444,P052,V002,OUT,33,,,13-05-2025,Routine Check
T13445,P014,V006,OUT,35,,,15-11-2024,Routine Check
T13446,P049,V006,IN,87,12-12-2023,11-01-2024,19-01-2024,
T13447,P035,V013,OUT,33,,,18-05-2025,Maintenance
T13448,P090,V008,OUT,16,,,01-03-2025,Routine Check
T13449,P053,V056,OUT,29,,,25-09-2024,Replacement
T13450,P013,V043,OUT,45,,,29-12-2024,Emergency
T13451,P004,V019,OUT,9,,,13-03-2025,Repair
T13452,P026,V051,IN,98,22-10-2023,19-11-2023,19-11-2023,
T13453,P026,V036,OUT,39,,,19-10-2024,Emergency
T13454,P013,V030,OUT,14,,,08-04-2025,Routine Check
T13455,P003,V030,OUT,3,,,22-06-2025,Maintenance
T13456,P038,V036,OUT,22,,,05-03-2025,Maintenance
T13457,P094,V011,IN,35,02-12-2023,27-12-2023,30-12-2023,
T13458,P098,V034,IN,57,16-03-2024,15-04-2024,25-04-2024,
T13459,P026,V003,IN,69,18-01-2024,26-01-2024,03-02-2024,
T13460,P007,V053,OUT,18,,,07-11-2024,Maintenance
T13461,P090,V056,OUT,12,,,28-11-2024,Emergency
T13462,P073,V058,IN,21,18-11-2023,27-11-2023,25-11-2023,
T13463,P057,V013,OUT,27,,,01-03-2025,Repair
T13464,P001,V055,IN,93,07-06-2024,30-06-2024,29-06-2024,
T13465,P092,V012,IN,57,28-03-2024,06-04-2024,06-04-2024,
T13466,P051,V028,IN,60,24-08-2023,09-09-2023,19-09-2023,
T13467,P074,V024,IN,64,14-08-2024,25-08-2024,29-08-2024,
T13468,P086,V021,OUT,15,,,17-09-2024,Emergency
T13469,P101,V024,OUT,44,,,28-07-2025,Maintenance
T13470,P092,V001,IN,52,13-01-2024,04-02-2024,14-02-2024,
T13471,P016,V034,OUT,28,,,03-10-2024,Maintenance
T13472,P089,V038,OUT,27,,,29-03-2025,Emergency
T13473,P039,V038,IN,18,10-04-2024,29-04-2024,29-04-2024,
T13474,P117,V028,IN,28,18-09-2023,07-10-2023,16-10-2023,
T13475,P035,V003,IN,97,25-12-2023,13-01-2024,13-01-2024,
T13476,P075,V014,IN,57,29-10-2023,21-11-2023,29-11-2023,
T13477,P072,V050,IN,57,17-12-2023,06-01-2024,06-01-2024,
T13478,P022,V043,OUT,48,,,02-06-2025,Replacement
T13479,P037,V018,IN,32,10-02-2024,17-02-2024,17-02-2024,
T13480,P019,V052,IN,13,17-01-2024,22-01-2024,21-01-2024,
T13481,P110,V042,OUT,17,,,23-06-2025,Maintenance
T13482,P024,V038,IN,94,11-07-2024,26-07-2024,31-07-2024,
T13483,P004,V032,IN,76,31-05-2024,21-06-2024,19-06-2024,
T13484,P008,V035,IN,31,17-08-2024,15-09-2024,15-09-2024,
T13485,P039,V007,OUT,35,,,04-01-2025,Routine Check
T13486,P006,V057,IN,43,21-01-2024,18-02-2024,24-02-2024,
T13487,P111,V051,IN,71,14-12-2023,23-12-2023,29-12-2023,
T13488,P048,V034,OUT,35,,,21-05-2025,Maintenance
T13489,P065,V018,OUT,35,,,03-10-2024,Replacement
T13490,P057,V042,OUT,17,,,19-02-2025,Routine Check
T13491,P025,V011,IN,22,14-01-2024,13-02-2024,18-02-2024,
T13492,P043,V053,IN,2,14-09-2023,28-09-2023,27-09-2023,
T13493,P090,V060,IN,95,16-05-2024,12-06-2024,17-06-2024,
T13494,P047,V025,IN,70,02-10-2023,24-10-2023,29-10-2023,
T13495,P056,V027,IN,11,01-10-2023,10-10-2023,10-10-2023,
T13496,P056,V005,IN,86,02-09-2023,08-09-2023,11-09-2023,
T13497,P109,V046,OUT,7,,,10-01-2025,Routine Check
T13498,P089,V007,IN,53,18-12-2023,24-12-2023,24-12-2023,
T13499,P075,V002,IN,52,12-07-2024,05-08-2024,08-08-2024,
T13500,P024,V047,OUT,6,,,08-10-2024,Emergency
T13501,P024,V031,OUT,47,,,25-11-2024,Maintenance
T13502,P049,V004,IN,25,11-04-2024,18-04-2024,20-04-2024,
T13503,P076,V059,IN,17,26-03-2024,08-04-2024,08-04-2024,
T13504,P116,V048,OUT,19,,,19-11-2024,Maintenance
T13505,P056,V052,OUT,34,,,18-06-2025,Emergency
T13506,P074,V010,OUT,25,,,06-06-2025,Maintenance
T13507,P099,V012,OUT,18,,,11-07-2025,Emergency
T13508,P063,V052,IN,87,12-02-2024,23-02-2024,21-02-2024,
T13509,P056,V003,OUT,3,,,15-11-2024,Replacement
T13510,P019,V025,OUT,1,,,10-08-2025,Repair
T13511,P120,V019,OUT,18,,,30-05-2025,Replacement
T13512,P074,V005,OUT,40,,,12-04-2025,Maintenance
T13513,P062,V044,OUT,13,,,27-01-2025,Replacement
T13514,P081,V055,IN,10,10-02-2024,23-02-2024,23-02-2024,
T13515,P004,V018,IN,60,22-04-2024,17-05-2024,17-05-2024,
T13516,P085,V028,IN,49,15-05-2024,29-05-2024,27-05-2024,
T13517,P008,V032,IN,25,29-02-2024,21-03-2024,31-03-2024,
T13518,P060,V012,OUT,7,,,08-09-2024,Repair
T13519,P039,V010,OUT,31,,,27-02-2025,Maintenance
T13520,P116,V043,OUT,19,,,07-08-2025,Routine Check
T13521,P107,V009,IN,17,23-10-2023,07-11-2023,09-11-2023,
T13522,P114,V047,OUT,19,,,08-04-2025,Maintenance
T13523,P109,V018,IN,65,25-02-2024,23-03-2024,23-03-2024,
T13524,P035,V008,OUT,14,,,11-11-2024,Replacement
T13525,P040,V028,OUT,26,,,01-10-2024,Emergency
T13526,P062,V039,IN,11,02-11-2023,23-11-2023,23-11-2023,
T13527,P118,V047,IN,6,02-04-2024,19-04-2024,18-04-2024,
T13528,P082,V023,OUT,37,,,21-12-2024,Routine Check
T13529,P035,V040,OUT,38,,,24-11-2024,Emergency
T13530,P052,V058,OUT,29,,,21-04-2025,Replacement
T13531,P049,V018,OUT,42,,,28-02-2025,Emergency
T13532,P051,V025,OUT,28,,,09-11-2024,Replacement
T13533,P039,V015,IN,90,22-02-2024,14-03-2024,12-03-2024,
T13534,P002,V059,OUT,14,,,14-02-2025,Repair
T13535,P019,V050,OUT,10,,,11-10-2024,Maintenance
T13536,P033,V045,OUT,48,,,18-11-2024,Replacement
T13537,P018,V045,IN,87,18-02-2024,03-03-2024,02-03-2024,
T13538,P040,V008,IN,52,24-12-2023,01-01-2024,31-12-2023,
T13539,P080,V021,IN,6,28-09-2023,04-10-2023,02-10-2023,
T13540,P080,V049,IN,72,04-06-2024,15-06-2024,15-06-2024,
T13541,P075,V026,OUT,4,,,12-12-2024,Replacement
T13542,P117,V035,IN,30,26-02-2024,17-03-2024,17-03-2024,
T13543,P097,V037,OUT,2,,,13-09-2024,Maintenance
T13544,P069,V030,OUT,14,,,08-06-2025,Replacement
T13545,P070,V002,IN,7,15-03-2024,04-04-2024,02-04-2024,
T13546,P085,V004,OUT,14,,,19-07-2025,Replacement
T13547,P048,V058,OUT,7,,,17-10-2024,Repair
T13548,P005,V018,OUT,8,,,10-03-2025,Routine Check
T13549,P094,V012,OUT,10,,,17-06-2025,Maintenance
T13550,P042,V038,OUT,0,,,26-05-2025,Repair
T13551,P102,V010,IN,97,07-06-2024,04-07-2024,10-07-2024,
T13552,P074,V059,OUT,23,,,03-03-2025,Routine Check
T13553,P100,V037,OUT,11,,,07-10-2024,Replacement
T13554,P089,V039,IN,57,11-07-2024,19-07-2024,18-07-2024,
T13555,P103,V059,OUT,14,,,07-07-2025,Emergency
T13556,P070,V008,IN,12,04-04-2024,12-04-2024,13-04-2024,
T13557,P071,V009,IN,6,16-08-2024,11-09-2024,09-09-2024,
T13558,P069,V013,OUT,13,,,29-11-2024,Emergency
T13559,P037,V057,IN,35,19-09-2023,16-10-2023,18-10-2023,
T13560,P020,V038,OUT,5,,,21-10-2024,Emergency
T13561,P040,V005,OUT,35,,,19-12-2024,Maintenance
T13562,P111,V007,IN,38,11-12-2023,29-12-2023,01-01-2024,
T13563,P016,V008,OUT,32,,,12-08-2025,Repair
T13564,P023,V001,OUT,8,,,04-07-2025,Replacement
T13565,P107,V035,IN,98,06-03-2024,19-03-2024,19-03-2024,
T13566,P081,V021,OUT,37,,,24-09-2024,Routine Check
T13567,P060,V060,OUT,14,,,23-08-2024,Maintenance
T13568,P014,V043,IN,20,23-01-2024,31-01-2024,31-01-2024,
T13569,P026,V020,IN,33,05-06-2024,02-07-2024,09-07-2024,
T13570,P107,V009,OUT,39,,,25-03-2025,Maintenance
T13571,P089,V060,IN,49,12-01-2024,22-01-2024,22-01-2024,
T13572,P034,V056,OUT,1,,,24-03-2025,Emergency
T13573,P108,V005,IN,38,03-10-2023,21-10-2023,24-10-2023,
T13574,P092,V022,IN,71,04-09-2023,17-09-2023,16-09-2023,
T13575,P058,V060,OUT,24,,,25-03-2025,Repair
T13576,P117,V028,IN,8,09-11-2023,14-11-2023,12-11-2023,
T13577,P026,V059,IN,88,13-05-2024,24-05-2024,24-05-2024,
T13578,P117,V028,IN,80,22-09-2023,05-10-2023,04-10-2023,
T13579,P065,V008,OUT,2,,,21-03-2025,Maintenance
T13580,P045,V043,OUT,25,,,19-07-2025,Replacement
T13581,P042,V022,IN,34,29-01-2024,19-02-2024,28-02-2024,
T13582,P096,V036,OUT,24,,,15-12-2024,Maintenance
T13583,P115,V013,IN,88,05-03-2024,20-03-2024,28-03-2024,
T13584,P044,V060,IN,1,20-03-2024,09-04-2024,10-04-2024,
T13585,P111,V031,IN,17,06-11-2023,29-11-2023,27-11-2023,
T13586,P102,V025,OUT,16,,,06-04-2025,Emergency
T13587,P057,V026,OUT,12,,,16-06-2025,Maintenance
T13588,P078,V049,IN,95,27-04-2024,14-05-2024,12-05-2024,
T13589,P027,V016,OUT,35,,,13-01-2025,Routine Check
T13590,P040,V022,OUT,31,,,20-06-2025,Maintenance
T13591,P011,V043,IN,24,05-12-2023,12-12-2023,10-12-2023,
T13592,P106,V039,OUT,48,,,22-12-2024,Repair
T13593,P034,V037,IN,21,21-09-2023,10-10-2023,19-10-2023,
T13594,P102,V059,IN,69,08-02-2024,29-02-2024,28-02-2024,
T13595,P096,V024,OUT,40,,,10-06-2025,Emergency
T13596,P007,V019,IN,23,29-03-2024,20-04-2024,25-04-2024,
T13597,P060,V030,OUT,1,,,27-05-2025,Emergency
T13598,P011,V035,OUT,13,,,16-12-2024,Repair
T13599,P067,V032,OUT,10,,,10-08-2025,Routine Check
T13600,P111,V018,IN,96,13-12-2023,27-12-2023,31-12-2023,
T13601,P006,V050,OUT,26,,,06-11-2024,Routine Check
T13602,P097,V014,OUT,38,,,10-05-2025,Repair
T13603,P107,V043,IN,80,01-03-2024,18-03-2024,16-03-2024,
T13604,P055,V056,IN,26,03-10-2023,25-10-2023,29-10-2023,
T13605,P018,V039,IN,75,20-09-2023,04-10-2023,02-10-2023,
T13606,P046,V018,OUT,16,,,30-06-2025,Replacement
T13607,P088,V046,OUT,45,,,23-04-2025,Maintenance
T13608,P016,V043,IN,84,14-01-2024,08-02-2024,17-02-2024,
T13609,P115,V033,OUT,25,,,13-12-2024,Replacement
T13610,P077,V031,IN,77,08-10-2023,22-10-2023,24-10-2023,
T13611,P083,V039,IN,53,16-11-2023,30-11-2023,29-11-2023,
T13612,P064,V030,IN,16,27-03-2024,19-04-2024,25-04-2024,
T13613,P016,V041,IN,80,15-12-2023,12-01-2024,12-01-2024,
T13614,P039,V026,IN,40,13-08-2024,08-09-2024,08-09-2024,
T13615,P070,V008,IN,65,13-08-2024,27-08-2024,28-08-2024,
T13616,P033,V052,IN,58,09-08-2024,07-09-2024,05-09-2024,
T13617,P012,V013,IN,88,24-04-2024,17-05-2024,19-05-2024,
T13618,P019,V042,OUT,23,,,16-10-2024,Routine Check
T13619,P085,V044,IN,67,17-07-2024,30-07-2024,28-07-2024,
T13620,P016,V029,IN,82,20-05-2024,19-06-2024,19-06-2024,
T13621,P042,V024,OUT,39,,,03-05-2025,Maintenance
T13622,P070,V060,IN,78,19-09-2023,12-10-2023,12-10-2023,
T13623,P106,V041,IN,87,06-03-2024,26-03-2024,31-03-2024,
T13624,P048,V060,OUT,27,,,25-05-2025,Repair
T13625,P016,V022,OUT,32,,,20-06-2025,Repair
T13626,P039,V002,OUT,29,,,23-07-2025,Maintenance
T13627,P111,V013,IN,59,25-05-2024,23-06-2024,21-06-2024,
T13628,P003,V024,IN,49,06-08-2024,05-09-2024,05-09-2024,
T13629,P119,V001,IN,29,25-01-2024,10-02-2024,14-02-2024,
T13630,P085,V040,OUT,21,,,26-04-2025,Maintenance
T13631,P024,V041,OUT,45,,,11-08-2025,Replacement
T13632,P034,V010,OUT,2,,,12-04-2025,Replacement
T13633,P073,V033,OUT,30,,,13-03-2025,Repair
T13634,P098,V053,IN,47,30-11-2023,24-12-2023,22-12-2023,
T13635,P120,V050,OUT,23,,,21-08-2024,Repair
T13636,P020,V039,IN,79,19-05-2024,07-06-2024,07-06-2024,
T13637,P081,V024,IN,75,01-03-2024,31-03-2024,30-03-2024,
T13638,P041,V059,OUT,18,,,22-02-2025,Repair
T13639,P005,V054,IN,42,17-03-2024,31-03-2024,29-03-2024,
T13640,P023,V060,OUT,37,,,09-06-2025,Maintenance
T13641,P065,V039,IN,85,07-03-2024,03-04-2024,13-04-2024,
T13642,P031,V029,OUT,16,,,20-05-2025,Replacement
T13643,P004,V030,IN,81,30-06-2024,18-07-2024,21-07-2024,
T13644,P001,V004,IN,81,03-07-2024,10-07-2024,20-07-2024,
T13645,P113,V023,OUT,31,,,19-07-2025,Emergency
T13646,P077,V009,IN,48,24-08-2023,18-09-2023,25-09-2023,
T13647,P010,V009,OUT,22,,,15-06-2025,Emergency
T13648,P102,V018,OUT,36,,,22-11-2024,Emergency
T13649,P037,V032,IN,63,17-07-2024,23-07-2024,23-07-2024,
T13650,P051,V027,IN,32,06-09-2023,27-09-2023,25-09-2023,
T13651,P050,V009,IN,81,17-09-2023,08-10-2023,08-10-2023,
T13652,P120,V022,OUT,32,,,12-09-2024,Replacement
T13653,P029,V022,IN,98,27-12-2023,03-01-2024,01-01-2024,
T13654,P070,V022,OUT,21,,,04-07-2025,Repair
T13655,P066,V033,IN,82,17-06-2024,07-07-2024,07-07-2024,
T13656,P060,V011,OUT,17,,,02-11-2024,Emergency
T13657,P032,V001,IN,38,07-07-2024,14-07-2024,13-07-2024,
T13658,P068,V052,IN,58,13-04-2024,18-04-2024,17-04-2024,
T13659,P012,V031,IN,76,21-11-2023,14-12-2023,12-12-2023,
T13660,P044,V017,OUT,1,,,07-11-2024,Maintenance
T13661,P055,V004,OUT,17,,,28-06-2025,Replacement
T13662,P089,V052,IN,61,25-07-2024,20-08-2024,23-08-2024,
T13663,P103,V015,OUT,18,,,03-06-2025,Emergency
T13664,P042,V007,IN,43,15-11-2023,10-12-2023,09-12-2023,
T13665,P018,V051,IN,57,02-11-2023,24-11-2023,22-11-2023,
T13666,P015,V004,IN,47,19-11-2023,11-12-2023,11-12-2023,
T13667,P066,V058,IN,84,10-09-2023,22-09-2023,26-09-2023,
T13668,P099,V005,IN,56,26-11-2023,21-12-2023,23-12-2023,
T13669,P017,V052,OUT,9,,,01-09-2024,Repair
T13670,P102,V021,OUT,49,,,22-08-2024,Maintenance
T13671,P088,V002,OUT,31,,,25-08-2024,Maintenance
T13672,P110,V032,IN,99,09-01-2024,26-01-2024,25-01-2024,
T13673,P112,V043,IN,72,24-02-2024,01-03-2024,01-03-2024,
T13674,P119,V004,OUT,22,,,01-07-2025,Maintenance
T13675,P004,V019,OUT,23,,,05-05-2025,Maintenance
T13676,P030,V035,IN,23,26-05-2024,17-06-2024,17-06-2024,
T13677,P038,V043,IN,93,20-02-2024,04-03-2024,02-03-2024,
T13678,P026,V018,IN,67,06-11-2023,29-11-2023,03-12-2023,
T13679,P013,V015,OUT,29,,,18-12-2024,Repair
T13680,P038,V056,IN,56,05-06-2024,13-06-2024,11-06-2024,
T13681,P020,V011,OUT,19,,,27-01-2025,Maintenance
T13682,P120,V016,IN,34,22-09-2023,29-09-2023,27-09-2023,
T13683,P054,V009,IN,94,19-11-2023,11-12-2023,18-12-2023,
T13684,P090,V035,OUT,14,,,15-09-2024,Replacement
T13685,P031,V031,IN,69,04-08-2024,15-08-2024,25-08-2024,
T13686,P065,V051,OUT,35,,,24-02-2025,Replacement
T13687,P092,V002,OUT,26,,,01-10-2024,Routine Check
T13688,P097,V021,OUT,26,,,04-06-2025,Routine Check
T13689,P007,V029,OUT,39,,,30-03-2025,Repair
T13690,P048,V040,IN,63,13-05-2024,05-06-2024,04-06-2024,
T13691,P014,V037,OUT,12,,,25-12-2024,Repair
T13692,P033,V056,OUT,41,,,24-01-2025,Routine Check
T13693,P028,V040,OUT,0,,,29-11-2024,Emergency
T13694,P059,V022,OUT,32,,,24-08-2024,Replacement
T13695,P084,V039,OUT,46,,,21-09-2024,Maintenance
T13696,P097,V052,IN,30,23-03-2024,29-03-2024,28-03-2024,
T13697,P101,V057,IN,40,21-09-2023,16-10-2023,15-10-2023,
T13698,P087,V042,IN,20,02-07-2024,24-07-2024,24-07-2024,
T13699,P032,V033,IN,57,08-05-2024,26-05-2024,28-05-2024,
T13700,P010,V033,IN,70,08-02-2024,06-03-2024,06-03-2024,
T13701,P068,V031,IN,8,30-09-2023,08-10-2023,07-10-2023,
T13702,P066,V001,OUT,42,,,13-03-2025,Replacement
T13703,P101,V045,OUT,16,,,04-02-2025,Replacement
T13704,P113,V055,OUT,15,,,02-06-2025,Repair
T13705,P061,V026,OUT,9,,,22-06-2025,Maintenance
T13706,P088,V037,IN,43,27-01-2024,03-02-2024,05-02-2024,
T13707,P035,V037,IN,47,10-04-2024,08-05-2024,08-05-2024,
T13708,P115,V023,OUT,48,,,22-04-2025,Routine Check
T13709,P053,V005,IN,44,21-06-2024,07-07-2024,06-07-2024,
T13710,P113,V044,IN,2,29-02-2024,05-03-2024,03-03-2024,
T13711,P054,V042,OUT,19,,,26-05-2025,Maintenance
T13712,P059,V016,OUT,28,,,23-10-2024,Repair
T13713,P065,V012,IN,48,24-10-2023,08-11-2023,15-11-2023,
T13714,P108,V006,IN,97,27-09-2023,10-10-2023,16-10-2023,
T13715,P072,V035,OUT,5,,,08-03-2025,Maintenance
T13716,P019,V013,OUT,30,,,13-02-2025,Emergency
T13717,P087,V038,IN,78,30-07-2024,27-08-2024,26-08-2024,
T13718,P032,V029,OUT,6,,,26-10-2024,Maintenance
T13719,P022,V051,IN,41,29-11-2023,26-12-2023,25-12-2023,
T13720,P117,V055,OUT,37,,,26-12-2024,Repair
T13721,P070,V022,IN,41,30-10-2023,07-11-2023,13-11-2023,
T13722,P038,V041,IN,74,30-07-2024,12-08-2024,12-08-2024,
T13723,P119,V017,OUT,28,,,12-04-2025,Emergency
T13724,P076,V015,IN,59,27-05-2024,25-06-2024,04-07-2024,
T13725,P068,V007,IN,65,04-06-2024,13-06-2024,11-06-2024,
T13726,P049,V029,IN,99,26-03-2024,24-04-2024,23-04-2024,
T13727,P041,V058,OUT,34,,,03-11-2024,Emergency
T13728,P019,V017,IN,48,20-09-2023,02-10-2023,10-10-2023,
T13729,P092,V038,OUT,26,,,11-01-2025,Emergency
T13730,P108,V009,IN,48,20-07-2024,02-08-2024,09-08-2024,
T13731,P105,V058,IN,63,22-01-2024,21-02-2024,19-02-2024,
T13732,P097,V014,OUT,32,,,29-06-2025,Repair
T13733,P004,V036,IN,47,14-05-2024,02-06-2024,02-06-2024,
T13734,P110,V026,IN,95,26-09-2023,14-10-2023,13-10-2023,
T13735,P081,V034,OUT,49,,,18-02-2025,Repair
T13736,P034,V015,OUT,11,,,18-07-2025,Routine Check
T13737,P104,V042,IN,34,08-10-2023,18-10-2023,17-10-2023,
T13738,P051,V019,OUT,0,,,19-11-2024,Emergency
T13739,P065,V060,OUT,39,,,11-09-2024,Routine Check
T13740,P010,V010,IN,80,16-07-2024,23-07-2024,27-07-2024,
T13741,P005,V047,IN,36,04-05-2024,18-05-2024,17-05-2024,
T13742,P039,V014,OUT,44,,,20-09-2024,Routine Check
T13743,P033,V027,OUT,22,,,03-06-2025,Maintenance
T13744,P054,V020,OUT,11,,,22-08-2024,Replacement
T13745,P100,V055,IN,40,22-01-2024,17-02-2024,15-02-2024,
T13746,P013,V058,OUT,26,,,25-09-2024,Repair
T13747,P093,V028,IN,85,03-01-2024,30-01-2024,06-02-2024,
